customer_id,transaction_id,amount_inr,payment_method,status,failure_reason,customer_tenure_months,historical_success_rate,previous_failures_count,customer_lifetime_value_inr,engagement_score,churn_probability,days_since_previous_payment,recovered
CUST-00419,TX-100418,22598.63,CREDIT_CARD,FAILED,Network timeout,49,0.6017,7,95742.48,0.7209,0.3351,87,0
CUST-00420,TX-100419,20156.35,UPI,FAILED,Payment method declined,3,0.857,6,210111.68,0.3813,0.3902,76,0
CUST-00421,TX-100420,19263.54,UPI,FAILED,Temporary payment authorization failure,37,0.593,2,51310.15,0.4011,0.4718,77,1
CUST-00422,TX-100421,3386.8,NET_BANKING,FAILED,Temporary payment authorization failure,46,0.8772,0,105167.04,0.6566,0.2111,84,0
CUST-00423,TX-100422,13634.57,UPI,FAILED,Network timeout,7,0.6181,4,189968.12,0.4064,0.5061,79,0
CUST-00424,TX-100423,9570.22,NET_BANKING,FAILED,Network timeout,27,0.7929,8,194677.65,0.5811,0.3155,33,0
CUST-00425,TX-100424,11441.57,DEBIT_CARD,FAILED,Invoice payment overdue,26,0.8737,1,87917.27,0.7908,0.1994,13,1
CUST-00426,TX-100425,24131.97,CREDIT_CARD,FAILED,Temporary payment authorization failure,36,0.8202,0,26594.47,0.327,0.3744,19,0
CUST-00427,TX-100426,18250.12,WALLET,FAILED,Payment method declined,17,0.6476,1,151380.78,0.6811,0.3771,84,0
CUST-00428,TX-100427,5441.83,WALLET,FAILED,Invoice payment overdue,50,0.9109,7,130084.22,0.5468,0.2243,37,0
CUST-00429,TX-100428,9313.63,CREDIT_CARD,FAILED,Invoice payment overdue,45,0.6519,2,102861.25,0.7325,0.3101,21,1
CUST-00430,TX-100429,18554.68,CREDIT_CARD,FAILED,Temporary payment authorization failure,43,0.7239,3,229177.2,0.609,0.317,71,0
CUST-00431,TX-100430,24094.9,NET_BANKING,FAILED,Payment method declined,23,0.7029,4,129028.33,0.3788,0.4425,74,1
CUST-00432,TX-100431,3366.72,UPI,FAILED,Network timeout,36,0.5818,4,175077.01,0.4686,0.456,69,0
CUST-00433,TX-100432,24050.35,NET_BANKING,FAILED,Payment method declined,25,0.7978,3,68165.84,0.7984,0.2401,76,1
CUST-00434,TX-100433,6133.29,NET_BANKING,FAILED,Expired card,25,0.8288,3,208883.38,0.7348,0.2453,46,1
CUST-00435,TX-100434,20616.33,WALLET,FAILED,Temporary payment authorization failure,16,0.6764,6,224107.48,0.7322,0.345,23,1
CUST-00436,TX-100435,5391.83,DEBIT_CARD,FAILED,Invoice payment overdue,18,0.6304,3,66175.38,0.5942,0.4153,34,1
CUST-00437,TX-100436,2422.95,NET_BANKING,FAILED,Invoice payment overdue,40,0.7067,1,239708.31,0.2947,0.4415,79,0
CUST-00438,TX-100437,24641.35,UPI,FAILED,Network timeout,55,0.7622,5,130227.74,0.5889,0.283,63,0
CUST-00439,TX-100438,20082.11,WALLET,FAILED,Payment method declined,26,0.6477,2,173152.97,0.2428,0.5155,5,0
CUST-00440,TX-100439,11771.73,CREDIT_CARD,FAILED,Invoice payment overdue,12,0.7512,1,29683.22,0.7516,0.3038,2,1
CUST-00441,TX-100440,6939.8,NET_BANKING,FAILED,Expired card,24,0.8196,4,108866.01,0.3479,0.3875,79,1
CUST-00442,TX-100441,10314.52,DEBIT_CARD,FAILED,Payment method declined,27,0.8583,5,60998.85,0.4884,0.312,74,0
CUST-00443,TX-100442,21479.56,DEBIT_CARD,FAILED,Insufficient funds,7,0.8672,3,108272.56,0.6387,0.2878,20,1
CUST-00444,TX-100443,8235.32,UPI,FAILED,Payment method declined,9,0.988,8,102608.47,0.6218,0.224,33,0
CUST-00445,TX-100444,12175.22,CREDIT_CARD,FAILED,Invoice payment overdue,45,0.6219,3,93275.11,0.8429,0.2879,58,1
CUST-00446,TX-100445,10588.14,WALLET,FAILED,Expired card,36,0.96,4,136917.37,0.4719,0.2468,26,0
CUST-00447,TX-100446,12443.6,NET_BANKING,FAILED,Invoice payment overdue,50,0.6752,5,159769.49,0.7318,0.2892,11,1
CUST-00448,TX-100447,15501.6,CREDIT_CARD,FAILED,Payment method declined,10,0.932,5,82635.17,0.5332,0.2841,11,1
CUST-00449,TX-100448,11400.01,WALLET,FAILED,Expired card,19,0.8626,6,50052.12,0.4143,0.3489,67,1
CUST-00450,TX-100449,23540.71,CREDIT_CARD,FAILED,Invoice payment overdue,2,0.605,3,20629.14,0.723,0.4109,27,1
CUST-00451,TX-100450,10226.81,CREDIT_CARD,FAILED,Temporary payment authorization failure,57,0.7582,0,233239.45,0.2208,0.4107,34,1
CUST-00452,TX-100451,11357.43,DEBIT_CARD,FAILED,Insufficient funds,25,0.6861,3,167569.54,0.7827,0.307,68,1
CUST-00453,TX-100452,21837.01,WALLET,FAILED,Expired card,56,0.9527,7,137125.45,0.5691,0.1835,57,0
CUST-00454,TX-100453,16168.44,UPI,FAILED,Expired card,38,0.8129,6,113255.77,0.6135,0.2748,62,0
CUST-00455,TX-100454,502.26,UPI,FAILED,Insufficient funds,24,0.7314,2,230911.66,0.4398,0.4038,37,1
CUST-00456,TX-100455,20050.14,DEBIT_CARD,FAILED,Network timeout,49,0.7599,0,221129.71,0.805,0.2186,1,1
CUST-00457,TX-100456,16326.77,DEBIT_CARD,FAILED,Payment method declined,28,0.7237,2,131569.47,0.7648,0.2876,34,0
CUST-00458,TX-100457,18701.71,NET_BANKING,FAILED,Expired card,52,0.9504,4,75950.85,0.4249,0.2419,25,1
CUST-00459,TX-100458,15757.47,UPI,FAILED,Insufficient funds,41,0.7504,7,10422.07,0.415,0.3737,3,0
CUST-00460,TX-100459,18314.12,CREDIT_CARD,FAILED,Insufficient funds,7,0.6741,2,107959.54,0.765,0.3498,20,1
CUST-00461,TX-100460,19889.91,CREDIT_CARD,FAILED,Expired card,51,0.9018,5,22489.25,0.5663,0.2208,19,0
CUST-00462,TX-100461,20792.18,DEBIT_CARD,FAILED,Temporary payment authorization failure,31,0.6299,4,185716.66,0.8456,0.3059,50,1
CUST-00463,TX-100462,24561.84,NET_BANKING,FAILED,Payment method declined,3,0.6376,1,43859.8,0.6117,0.4302,88,0
CUST-00464,TX-100463,6706.16,UPI,FAILED,Invoice payment overdue,47,0.5686,8,168340.22,0.6115,0.3949,26,1
CUST-00465,TX-100464,4600.33,WALLET,FAILED,Expired card,8,0.6538,6,242364.56,0.4564,0.4673,16,1
CUST-00466,TX-100465,4297.3,DEBIT_CARD,FAILED,Temporary payment authorization failure,38,0.8947,7,87913.41,0.7438,0.1843,21,0
CUST-00467,TX-100466,4271.0,CREDIT_CARD,FAILED,Network timeout,49,0.8251,0,141795.86,0.4809,0.2962,17,1
CUST-00468,TX-100467,1023.14,UPI,FAILED,Payment method declined,42,0.8829,7,178123.36,0.7792,0.1717,18,1
CUST-00469,TX-100468,5072.35,UPI,FAILED,Expired card,36,0.6797,7,229046.13,0.3499,0.4437,60,0
CUST-00470,TX-100469,7743.98,WALLET,FAILED,Expired card,36,0.6206,8,128959.64,0.3225,0.4858,47,0
CUST-00471,TX-100470,9419.84,DEBIT_CARD,FAILED,Network timeout,47,0.6316,0,137044.35,0.6896,0.3329,42,0
CUST-00472,TX-100471,4276.22,UPI,FAILED,Expired card,25,0.6335,7,133184.13,0.8049,0.3282,53,1
CUST-00473,TX-100472,1266.21,NET_BANKING,FAILED,Temporary payment authorization failure,5,0.5693,2,209893.38,0.3411,0.5592,25,0
CUST-00474,TX-100473,5907.71,CREDIT_CARD,FAILED,Invoice payment overdue,43,0.7656,4,125394.35,0.2388,0.4237,2,1
CUST-00475,TX-100474,1987.15,NET_BANKING,FAILED,Network timeout,57,0.9161,7,156148.66,0.8328,0.1097,48,1
CUST-00476,TX-100475,2409.42,WALLET,FAILED,Insufficient funds,34,0.5679,1,99406.12,0.8592,0.3303,13,1
CUST-00477,TX-100476,23713.83,WALLET,FAILED,Network timeout,13,0.7815,3,146258.1,0.6503,0.3209,54,0
CUST-00478,TX-100477,4586.83,WALLET,FAILED,Insufficient funds,44,0.7518,6,135805.62,0.8974,0.1991,52,0
CUST-00479,TX-100478,13976.99,UPI,FAILED,Expired card,39,0.7449,5,182837.58,0.913,0.2058,53,1
CUST-00480,TX-100479,19259.85,UPI,FAILED,Invoice payment overdue,39,0.6559,8,102287.19,0.369,0.4451,47,0
CUST-00481,TX-100480,13181.43,CREDIT_CARD,FAILED,Expired card,47,0.5653,4,82151.65,0.6707,0.376,39,1
CUST-00482,TX-100481,13026.15,WALLET,FAILED,Network timeout,50,0.9117,4,43246.24,0.9261,0.0911,20,1
CUST-00483,TX-100482,20371.32,WALLET,FAILED,Temporary payment authorization failure,17,0.7115,3,23914.38,0.3841,0.4459,52,1
CUST-00484,TX-100483,22526.09,WALLET,FAILED,Invoice payment overdue,21,0.8989,2,184043.39,0.5857,0.2656,13,1
CUST-00485,TX-100484,8692.55,NET_BANKING,FAILED,Payment method declined,37,0.7179,0,164930.9,0.9283,0.2186,16,1
CUST-00486,TX-100485,13347.39,WALLET,FAILED,Expired card,39,0.9586,6,59095.31,0.2428,0.3228,73,0
CUST-00487,TX-100486,18944.58,WALLET,FAILED,Network timeout,4,0.8464,6,101608.99,0.9671,0.1893,12,1
CUST-00488,TX-100487,1708.12,UPI,FAILED,Payment method declined,9,0.6979,7,175978.28,0.6514,0.3732,11,0
CUST-00489,TX-100488,10185.31,DEBIT_CARD,FAILED,Network timeout,49,0.6093,8,65330.23,0.3565,0.4584,72,0
CUST-00490,TX-100489,23141.38,CREDIT_CARD,FAILED,Temporary payment authorization failure,5,0.6672,6,51669.99,0.4555,0.4653,86,0
CUST-00491,TX-100490,4646.75,WALLET,FAILED,Expired card,23,0.8113,0,231432.24,0.808,0.2327,57,1
CUST-00492,TX-100491,18347.93,CREDIT_CARD,FAILED,Temporary payment authorization failure,15,0.6379,5,41180.88,0.3232,0.511,7,0
CUST-00493,TX-100492,20204.88,NET_BANKING,FAILED,Expired card,54,0.9109,0,136811.34,0.4712,0.2441,61,1
CUST-00494,TX-100493,15764.53,CREDIT_CARD,FAILED,Insufficient funds,14,0.7904,4,15653.09,0.6336,0.3202,49,0
CUST-00495,TX-100494,15640.14,NET_BANKING,FAILED,Temporary payment authorization failure,11,0.5764,3,166791.34,0.8235,0.3764,84,1
CUST-00496,TX-100495,967.42,NET_BANKING,FAILED,Invoice payment overdue,43,0.9249,5,178873.76,0.8828,0.1107,30,1
CUST-00497,TX-100496,5372.44,WALLET,FAILED,Payment method declined,58,0.6888,8,79707.24,0.2695,0.4302,3,0
CUST-00498,TX-100497,17265.63,UPI,FAILED,Expired card,32,0.7231,2,72590.18,0.2145,0.4739,31,0
CUST-00499,TX-100498,20464.04,WALLET,FAILED,Temporary payment authorization failure,4,0.8253,6,101247.42,0.9034,0.2232,36,1
CUST-00500,TX-100499,17110.87,DEBIT_CARD,FAILED,Invoice payment overdue,9,0.5886,6,242781.61,0.6114,0.4473,54,1
